평균 심박수,93
-0.078094,
-0.078231,
-0.078238,
-0.078332,
-0.078568,
-0.078936,
-0.079525,
-0.080454,
-0.081693,
-0.083099,
-0.084596,
-0.08618,
-0.087741,
-0.088997,
-0.089601,
-0.089306,
-0.088015,
-0.085801,
-0.082929,
-0.079858,
-0.077152,
-0.075276,
-0.074403,
-0.074409,
-0.075003,
-0.075822,
-0.076467,
-0.076626,
-0.076223,
-0.075456,
-0.074689,
-0.074356,
-0.074916,
-0.076744,
-0.079935,
-0.084294,
-0.089518,
-0.095276,
-0.101089,
-0.106278,
-0.110111,
-0.111985,
-0.111503,
-0.108629,
-0.103857,
-0.098147,
-0.092716,
-0.088258,
-0.085393,
-0.084461,
-0.085352,
-0.087429,
-0.089815,
-0.09183,
-0.093151,
-0.093663,
-0.093332,
-0.092201,
-0.090348,
-0.08779,
-0.084496,
-0.080554,
-0.076287,
-0.072212,
-0.068878,
-0.06677,
-0.066229,
-0.067302,
-0.069556,
-0.072075,
-0.073689,
-0.073363,
-0.070595,
-0.06559,
-0.059107,
-0.052221,
-0.046134,
-0.041956,
-0.040426,
-0.041719,
-0.045485,
-0.051017,
-0.057438,
-0.063904,
-0.069835,
-0.075088,
-0.079867,
-0.084406,
-0.088791,
-0.093066,
-0.097277,
-0.10135,
-0.10506,
-0.108195,
-0.110722,
-0.11275,
-0.114441,
-0.115995,
-0.117673,
-0.119698,
-0.122136,
-0.124893,
-0.127769,
-0.13045,
-0.132558,
-0.133754,
-0.133768,
-0.132411,
-0.129728,
-0.126123,
-0.122199,
-0.118386,
-0.11477,
-0.111144,
-0.10699,
-0.101397,
-0.09314,
-0.080978,
-0.063849,
-0.04078,
-0.010749,
0.027243,
0.074085,
0.130414,
0.196167,
0.269684,
0.347009,
0.421969,
0.524477,
0.631321,
0.683231,
0.68102,
0.624368,
0.501841,
0.375918,
0.286686,
0.198121,
0.073718,
-0.029755,
-0.068045,
-0.051942,
-0.033981,
-0.038772,
-0.038125,
-0.035725,
-0.034093,
-0.034523,
-0.037264,
-0.041853,
-0.04752,
-0.053529,
-0.059312,
-0.064413,
-0.06846,
-0.071245,
-0.072809,
-0.073448,
-0.073624,
-0.073879,
-0.074713,
-0.076461,
-0.079193,
-0.082665,
-0.086376,
-0.089666,
-0.091815,
-0.092169,
-0.090306,
-0.086195,
-0.080273,
-0.073345,
-0.066331,
-0.060015,
-0.054842,
-0.050804,
-0.047528,
-0.044538,
-0.041484,
-0.038178,
-0.034556,
-0.030644,
-0.026529,
-0.022303,
-0.018035,
-0.013755,
-0.009477,
-0.005168,
-0.000735,
0.003931,
0.008922,
0.014303,
0.020028,
0.025851,
0.031372,
0.036208,
0.040104,
0.042959,
0.044894,
0.04635,
0.048047,
0.050748,
0.05498,
0.060911,
0.068379,
0.076925,
0.085893,
0.09465,
0.102806,
0.110287,
0.117268,
0.124105,
0.131278,
0.139248,
0.148187,
0.157777,
0.167304,
0.175942,
0.183001,
0.188058,
0.191095,
0.192586,
0.19339,
0.194477,
0.196628,
0.200274,
0.205466,
0.211921,
0.219128,
0.226487,
0.233407,
0.239385,
0.244087,
0.247407,
0.249471,
0.250648,
0.251493,
0.252574,
0.25425,
0.256522,
0.259046,
0.261257,
0.262488,
0.262091,
0.259576,
0.254798,
0.247961,
0.239479,
0.229818,
0.219346,
0.208246,
0.19653,
0.184154,
0.171159,
0.157762,
0.144339,
0.131307,
0.11904,
0.107809,
0.097752,
0.088856,
0.080954,
0.073732,
0.0668,
0.059803,
0.052511,
0.044845,
0.03693,
0.02911,
0.021842,
0.015557,
0.010589,
0.00718,
0.005465,
0.005382,
0.006616,
0.008657,
0.010937,
0.01291,
0.014114,
0.014276,
0.013393,
0.011683,
0.009444,
0.006976,
0.004576,
0.00247,
0.000682,
-0.000934,
-0.002494,
-0.004011,
-0.005519,
-0.007158,
-0.009079,
-0.01131,
-0.013716,
-0.016006,
-0.017766,
-0.018611,
-0.018426,
-0.017432,
-0.015998,
-0.014464,
-0.013129,
-0.012257,
-0.011971,
-0.012221,
-0.012787,
-0.013332,
-0.013514,
-0.013146,
-0.012221,
-0.010789,
-0.00886,
-0.006483,
-0.003832,
-0.001247,
0.000813,
0.001881,
0.001691,
0.000375,
-0.001533,
-0.003358,
-0.004533,
-0.004698,
-0.003781,
-0.002122,
-0.00046,
0.000271,
-0.000733,
-0.003883,
-0.009067,
-0.015664,
-0.022633,
-0.028779,
-0.033121,
-0.035199,
-0.035135,
-0.033497,
-0.031152,
-0.029127,
-0.028344,
-0.029329,
-0.032093,
-0.036276,
-0.041335,
-0.046608,
-0.051406,
-0.055179,
-0.057596,
-0.058531,
-0.058076,
-0.056577,
-0.054614,
-0.052815,
-0.051663,
-0.051466,
-0.052409,
-0.054559,
-0.057819,
-0.061883,
-0.066255,
-0.070295,
-0.07328,
-0.074562,
-0.073683,
-0.070504,
-0.065309,
-0.058807,
-0.052037,
-0.046213,
-0.042436,
-0.04135,
-0.042947,
-0.046651,
-0.051539,
-0.056595,
-0.060908,
-0.063881,
-0.065332,
-0.065387,
-0.064329,
-0.062513,
-0.060316,
-0.05806,
-0.055955,
-0.05414,
-0.052798,
-0.052137,
-0.052239,
-0.052946,
-0.053844,
-0.054359,
-0.053907,
-0.05208,
-0.048831,
-0.044537,
-0.03984,
-0.035455,
-0.032053,
-0.030167,
-0.030087,
-0.031771,
-0.034881,
-0.038938,
-0.043451,
-0.04798,
-0.052184,
-0.055827,
-0.05881,
-0.061268,
-0.063612,
-0.066416,
-0.070201,
-0.075223,
-0.081393,
-0.088328,
-0.095473,
-0.102244,
-0.108135,
-0.112814,
-0.11626,
-0.11879,
-0.120894,
-0.123025,
-0.125426,
-0.128091,
-0.130746,
-0.132913,
-0.134152,
-0.134287,
-0.13342,
-0.131876,
-0.130104,
-0.128543,
-0.127336,
-0.126042,
-0.123586,
-0.118511,
-0.109291,
-0.094621,
-0.073656,
-0.046114,
-0.012054,
0.02861,
0.076388,
0.132036,
0.195996,
0.267675,
0.344693,
0.422478,
0.494462,
0.63468,
0.70407,
0.726998,
0.698471,
0.625087,
0.505075,
0.393187,
0.306319,
0.221945,
0.110407,
0.046862,
0.003565,
0.001047,
-0.02247,
-0.037672,
-0.047441,
-0.054126,
-0.059375,
-0.064145,
-0.068833,
-0.073501,
-0.078106,
-0.082598,
-0.086915,
-0.090938,
-0.094542,
-0.097692,
-0.100434,
-0.102845,
-0.10506,
-0.107241,
-0.109396,
-0.111269,
-0.112404,
-0.112359,
-0.110865,
-0.107905,
-0.103783,
-0.09911,
-0.094559,
-0.090586,
-0.087368,
-0.084927,
-0.083106,
-0.081523,
-0.079759,
-0.077639,
-0.075246,
-0.072759,
-0.07036,
-0.06822,
-0.066409,
-0.064812,
-0.06324,
-0.061605,
-0.059892,
-0.058009,
-0.055766,
-0.05298,
-0.049528,
-0.045304,
-0.040283,
-0.034677,
-0.02889,
-0.023329,
-0.018341,
-0.014295,
-0.011514,
-0.010038,
-0.009568,
-0.009669,
-0.009933,
-0.009963,
-0.009305,
-0.007511,
-0.004224,
0.000816,
0.007719,
0.016296,
0.026021,
0.036263,
0.046491,
0.056238,
0.065016,
0.072419,
0.078256,
0.082594,
0.085708,
0.088045,
0.090213,
0.092893,
0.096702,
0.102032,
0.108982,
0.117323,
0.126505,
0.135743,
0.144247,
0.151431,
0.156986,
0.160831,
0.163062,
0.163915,
0.163723,
0.162836,
0.161609,
0.160418,
0.159587,
0.159254,
0.159292,
0.159398,
0.159286,
0.158746,
0.157581,
0.155621,
0.15275,
0.14882,
0.143558,
0.136676,
0.12804,
0.11771,
0.105903,
0.093031,
0.079727,
0.066679,
0.054394,
0.043043,
0.03256,
0.022788,
0.013535,
0.004618,
-0.004063,
-0.012513,
-0.020692,
-0.028529,
-0.035908,
-0.042725,
-0.048986,
-0.054807,
-0.060351,
-0.065765,
-0.071123,
-0.076354,
-0.081231,
-0.085448,
-0.088715,
-0.090826,
-0.091746,
-0.091723,
-0.091273,
-0.090986,
-0.091276,
-0.09232,
-0.094061,
-0.096221,
-0.098356,
-0.100034,
-0.101013,
-0.101248,
-0.100769,
-0.099664,
-0.0981,
-0.096254,
-0.09423,
-0.092124,
-0.090121,
-0.088406,
-0.087028,
-0.085942,
-0.085163,
-0.084809,
-0.085022,
-0.085881,
-0.087393,
-0.089434,
-0.09167,
-0.093608,
-0.094802,
-0.09501,
-0.094206,
-0.09256,
-0.090417,
-0.088185,
-0.086157,
-0.084463,
-0.083132,
-0.082201,
-0.081778,
-0.082039,
-0.083182,
-0.085341,
-0.088437,
-0.092056,
-0.095526,
-0.098185,
-0.099614,
-0.099734,
-0.098816,
-0.097403,
-0.096084,
-0.095203,
-0.094736,
-0.094398,
-0.09381,
-0.09266,
-0.090853,
-0.088581,
-0.086214,
-0.084095,
-0.082469,
-0.081582,
-0.081661,
-0.082794,
-0.084912,
-0.08789,
-0.091552,
-0.09562,
-0.099748,
-0.103622,
-0.106944,
-0.109392,
-0.110734,
-0.110989,
-0.110426,
-0.109415,
-0.108281,
-0.107251,
-0.106454,
-0.10591,
-0.105638,
-0.105762,
-0.106479,
-0.107943,
-0.110224,
-0.113261,
-0.116774,
-0.120241,
-0.123042,
-0.124634,
-0.124608,
-0.122729,
-0.119091,
-0.114239,
-0.109043,
-0.104423,
-0.101091,
-0.099426,
-0.09936,
-0.100352,
-0.101573,
-0.10217,
-0.101402,
-0.098676,
-0.093679,
-0.086558,
-0.077942,
-0.068799,
-0.060228,
-0.05321,
-0.048368,
-0.045851,
-0.045383,
-0.04636,
-0.047965,
-0.049329,
-0.049709,
-0.048645,
-0.046107,
-0.042535,
-0.038705,
-0.035468,
-0.033559,
-0.033552,
-0.035791,
-0.040265,
-0.046638,
-0.05447,
-0.063312,
-0.072604,
-0.081687,
-0.090004,
-0.097202,
-0.103029,
-0.1073,
-0.110037,
-0.111538,
-0.11226,
-0.112675,
-0.113224,
-0.114271,
-0.11597,
-0.118135,
-0.120314,
-0.122009,
-0.122861,
-0.122714,
-0.121602,
-0.119726,
-0.117456,
-0.115243,
-0.113384,
-0.111861,
-0.110382,
-0.108465,
-0.105467,
-0.100636,
-0.093268,
-0.082796,
-0.068713,
-0.050484,
-0.027552,
0.000725,
0.035297,
0.07758,
0.129211,
0.191431,
0.264297,
0.345855,
0.431603,
0.514669,
0.631152,
0.753377,
0.803217,
0.793181,
0.729395,
0.609681,
0.490551,
0.402409,
0.313305,
0.198807,
0.124621,
0.069256,
0.058523,
0.027361,
0.006437,
-0.00661,
-0.013862,
-0.016943,
-0.017121,
-0.015509,
-0.013173,
-0.011106,
-0.010115,
-0.010719,
-0.013128,
-0.017246,
-0.022638,
-0.028627,
-0.034526,
-0.039846,
-0.044286,
-0.047587,
-0.049489,
-0.049839,
-0.048616,
-0.045906,
-0.04196,
-0.037316,
-0.032797,
-0.029263,
-0.027311,
-0.027116,
-0.028394,
-0.030424,
-0.032209,
-0.032748,
-0.031321,
-0.02769,
-0.022139,
-0.015442,
-0.008759,
-0.003329,
-0.000032,
0.001003,
0.000436,
-0.000608,
-0.000973,
0.000148,
0.002968,
0.00712,
0.011909,
0.016588,
0.020544,
0.023386,
0.02507,
0.025949,
0.026598,
0.027523,
0.029,
0.031158,
0.034058,
0.037656,
0.041774,
0.046176,
0.050567,
0.054589,
0.057965,
0.060729,
0.063339,
0.066548,
0.071128,
0.077617,
0.086132,
0.096306,
0.107364,
0.118356,
0.12845,
0.137127,
0.14425,
0.150022,
0.154867,
0.159291,
0.163724,
0.168359,
0.173068,
0.17745,
0.181021,
0.183454,
0.184732,
0.185163,
0.185315,
0.185893,
0.187567,
0.190782,
0.195576,
0.201548,
0.207964,
0.213939,
0.218662,
0.221592,
0.222564,
0.221711,
0.219242,
0.21527,
0.209758,
0.202565,
0.193601,
0.183003,
0.171217,
0.15894,
0.146939,
0.135817,
0.125788,
0.1166,
0.107673,
0.098417,
0.08856,
0.078282,
0.06813,
0.058824,
0.050957,
0.044741,
0.039937,
0.035942,
0.031971,
0.027281,
0.021399,
0.014295,
0.006378,
-0.001731,
-0.009471,
-0.016446,
-0.022385,
-0.027109,
-0.030599,
-0.032994,
-0.034553,
-0.035624,
-0.036565,
-0.037623,
-0.038864,
-0.040179,
-0.041305,
-0.041889,
-0.041611,
-0.040344,
-0.038266,
-0.035793,
-0.0334,
-0.031422,
-0.03019,
-0.029317,
-0.02852,
-0.027595,
-0.026418,
-0.024908,
-0.023069,
-0.021023,
-0.018964,
-0.017089,
-0.01557,
-0.014511,
-0.013915,
-0.013717,
-0.013867,
-0.01429,
-0.014804,
-0.015135,
-0.015056,
-0.01449,
-0.013517,
-0.01233,
-0.011211,
-0.010433,
-0.010074,
-0.009915,
-0.009578,
-0.00877,
-0.007424,
-0.005647,
-0.003682,
-0.001882,
-0.000576,
0.000086,
0.00013,
-0.000401,
-0.001459,
-0.00285,
-0.004206,
-0.005199,
-0.005679,
-0.005579,
-0.004825,
-0.003472,
-0.001838,
-0.000408,
0.000345,
-0.000013,
-0.001884,
-0.005558,
-0.011074,
-0.018186,
-0.026408,
-0.035008,
-0.043023,
-0.049447,
-0.053495,
-0.054811,
-0.053525,
-0.050206,
-0.045809,
-0.041556,
-0.038697,
-0.038101,
-0.039939,
-0.043728,
-0.048649,
-0.053835,
-0.058552,
-0.062337,
-0.065066,
-0.06691,
-0.068227,
-0.069473,
-0.071068,
-0.073176,
-0.075557,
-0.077689,
-0.079089,
-0.079519,
-0.078997,
-0.077751,
-0.076192,
-0.074844,
-0.074216,
-0.074676,
-0.076365,
-0.079131,
-0.082519,
-0.085873,
-0.088515,
-0.0899,
-0.089734,
-0.088006,
-0.085,
-0.081281,
-0.077559,
-0.074477,
-0.072463,
-0.071646,
-0.071831,
-0.072535,
-0.073095,
-0.07276,
-0.070761,
-0.066511,
-0.059912,
-0.051491,
-0.042238,
-0.033257,
-0.025524,
-0.019764,
-0.016309,
-0.01503,
-0.015511,
-0.017301,
-0.020032,
-0.023469,
-0.027596,
-0.032606,
-0.038692,
-0.045802,
-0.053635,
-0.061804,
-0.069915,
-0.077597,
-0.084535,
-0.090477,
-0.095199,
-0.09853,
-0.100452,
-0.101203,
-0.101249,
-0.101173,
-0.101577,
-0.102912,
-0.105318,
-0.108579,
-0.112197,
-0.11556,
-0.118112,
-0.11951,
-0.119747,
-0.119193,
-0.118507,
-0.118427,
-0.119487,
-0.121796,
-0.124957,
-0.128117,
-0.130179,
-0.130107,
-0.127193,
-0.121187,
-0.112175,
-0.100315,
-0.085641,
-0.067908,
-0.046396,
-0.019733,
0.013967,
0.056673,
0.109964,
0.174633,
0.250211,
0.334279,
0.422014,
0.506483,
0.622157,
0.733176,
0.791475,
0.793223,
0.73508,
0.60507,
0.473824,
0.379878,
0.28445,
0.158475,
0.079113,
0.022385,
-0.013586,
-0.009881,
-0.026615,
-0.035008,
-0.038244,
-0.039001,
-0.039376,
-0.040837,
-0.044138,
-0.049328,
-0.055913,
-0.063042,
-0.069626,
-0.074505,
-0.076768,
-0.076137,
-0.073114,
-0.068796,
-0.064534,
-0.061582,
-0.060743,
-0.062087,
-0.064931,
-0.068168,
-0.070672,
-0.071612,
-0.070645,
-0.067958,
-0.064129,
-0.059886,
-0.055888,
-0.05256,
-0.050018,
-0.048092,
-0.046489,
-0.044997,
-0.043548,
-0.042144,
-0.040809,
-0.039582,
-0.038443,
-0.03725,
-0.035824,
-0.034021,
-0.031682,
-0.028602,
-0.024666,
-0.019996,
-0.014946,
-0.009911,
-0.005176,
-0.000882,
0.00293,
0.006295,
0.009278,
0.011893,
0.01407,
0.015715,
0.01674,
0.017088,
0.016884,
0.016601,
0.017023,
0.018983,
0.023079,
0.029512,
0.038032,
0.04794,
0.058251,
0.068003,
0.076502,
0.083411,
0.088778,
0.093074,
0.097082,
0.101554,
0.106842,
0.112831,
0.11909,
0.125037,
0.130083,
0.133863,
0.136442,
0.138312,
0.140155,
0.142614,
0.146132,
0.150867,
0.156625,
0.162852,
0.168776,
0.17371,
0.17726,
0.179309,
0.17997,
0.179621,
0.178872,
0.178343,
0.178358,
0.178882,
0.179593,
0.179865,
0.178795,
0.175498,
0.169525,
0.160966,
0.150231,
0.137891,
0.1247,
0.111499,
0.098919,
0.087207,
0.076319,
0.066075,
0.056193,
0.046289,
0.035992,
0.025094,
0.013593,
0.001636,
-0.010536,
-0.022561,
-0.034002,
-0.044552,
-0.054159,
-0.062886,
-0.070664,
-0.077222,
-0.082218,
-0.085403,
-0.086703,
-0.086314,
-0.084776,
-0.082898,
-0.081438,
-0.080815,
-0.081033,
-0.08179,
-0.082673,
-0.083356,
-0.083765,
-0.084099,
-0.084727,
-0.086039,
-0.088276,
-0.09139,
-0.095062,
-0.098858,
-0.102363,
-0.105235,
-0.107263,
-0.108382,
-0.108594,
-0.107869,
-0.106194,
-0.103745,
-0.100956,
-0.098391,
-0.096586,
-0.095962,
-0.09671,
-0.098653,
-0.101245,
-0.103731,
-0.105369,
-0.105587,
-0.104113,
-0.101106,
-0.097193,
-0.09331,
-0.090467,
-0.089496,
-0.090811,
-0.094216,
-0.098858,
-0.103441,
-0.106618,
-0.107356,
-0.105185,
-0.100354,
-0.093817,
-0.086988,
-0.081343,
-0.078011,
-0.077512,
-0.079643,
-0.083546,
-0.088006,
-0.091848,
-0.094261,
-0.094936,
-0.094098,
-0.092408,
-0.090723,
-0.089772,
-0.08994,
-0.091254,
-0.093449,
-0.096061,
-0.098552,
-0.100472,
-0.101587,
-0.101907,
-0.101605,
-0.100881,
-0.099846,
-0.098529,
-0.09695,
-0.095167,
-0.09326,
-0.091355,
-0.089658,
-0.088416,
-0.087867,
-0.088182,
-0.089402,
-0.091394,
-0.093844,
-0.096335,
-0.098462,
-0.0999,
-0.100443,
-0.10009,
-0.099056,
-0.097735,
-0.096627,
-0.096256,
-0.096999,
-0.098949,
-0.101916,
-0.105567,
-0.109465,
-0.113021,
-0.115537,
-0.116382,
-0.11515,
-0.111694,
-0.106152,
-0.099,
-0.091,
-0.082962,
-0.07554,
-0.069178,
-0.064087,
-0.060214,
-0.057328,
-0.055192,
-0.05359,
-0.052291,
-0.051037,
-0.049583,
-0.047716,
-0.045225,
-0.042112,
-0.038378,
-0.034456,
-0.031119,
-0.029284,
-0.029738,
-0.032891,
-0.038715,
-0.046826,
-0.056594,
-0.067216,
-0.077844,
-0.087724,
-0.096268,
-0.103091,
-0.10809,
-0.111442,
-0.113483,
-0.114594,
-0.115195,
-0.115781,
-0.116817,
-0.118544,
-0.120827,
-0.123204,
-0.125138,
-0.126257,
-0.126441,
-0.125756,
-0.124441,
-0.122801,
-0.121317,
-0.120347,
-0.119896,
-0.119603,
-0.118858,
-0.116993,
-0.113484,
-0.108058,
-0.100584,
-0.090827,
-0.078275,
-0.062177,
-0.041638,
-0.015689,
0.016686,
0.05651,
0.104703,
0.161779,
0.227382,
0.299738,
0.375224,
0.448359,
0.545851,
0.649188,
0.704822,
0.708838,
0.657501,
0.535471,
0.411641,
0.323931,
0.234879,
0.115882,
0.04247,
-0.008776,
-0.011501,
-0.037618,
-0.053186,
-0.061386,
-0.064987,
-0.066024,
-0.065841,
-0.065231,
-0.064566,
-0.06392,
-0.063252,
-0.062526,
-0.061735,
-0.060805,
-0.059548,
-0.057816,
-0.055654,
-0.0533,
-0.051051,
-0.049153,
-0.04781,
-0.047196,
-0.047387,
-0.048332,
-0.049912,
-0.051909,
-0.053945,
-0.055506,
-0.056105,
-0.055431,
-0.053427,
-0.05029,
-0.046423,
-0.042359,
-0.038662,
-0.035762,
-0.033802,
-0.032593,
-0.031716,
-0.030709,
-0.029219,
-0.027028,
-0.024056,
-0.020386,
-0.016283,
-0.012132,
-0.008327,
-0.00516,
-0.002774,
-0.001108,
0.000127,
0.001369,
0.003102,
0.00578,
0.009737,
0.015032,
0.021361,
0.028189,
0.035026,
0.041549,
0.047578,
0.053032,
0.057933,
0.062411,
0.066658,
0.070901,
0.075331,
0.07993,
0.084386,
0.088274,
0.091358,
0.093713,
0.095621,
0.097429,
0.099525,
0.102245,
0.105716,
0.109798,
0.114198,
0.118682,
0.123239,
0.128147,
0.133878,
0.140847,
0.149143,
0.158391,
0.167808,
0.176446,
0.183487,
0.188456,
0.191262,
0.19216,
0.191661,
0.190381,
0.188801,
0.187109,
0.185312,
0.183438,
0.181598,
0.179925,
0.178501,
0.177236,
0.175759,
0.173468,
0.169712,
0.163994,
0.156061,
0.145958,
0.134054,
0.120987,
0.107499,
0.094245,
0.081683,
0.070048,
0.059345,
0.04944,
0.040174,
0.031388,
0.022876,
0.014436,
0.005985,
-0.002409,
-0.010615,
-0.018535,
-0.026103,
-0.033238,
-0.039829,
-0.045761,
-0.050932,
-0.055275,
-0.058809,
-0.061685,
-0.064171,
-0.066611,
-0.069408,
-0.072952,
-0.077445,
-0.082736,
-0.088282,
-0.093304,
-0.097049,
-0.099024,
-0.099089,
-0.097456,
-0.094623,
-0.091209,
-0.08781,
-0.084908,
-0.082862,
-0.081877,
-0.081991,
-0.083036,
-0.084622,
-0.086163,
-0.087014,
-0.086602,
-0.084587,
-0.081053,
-0.076597,
-0.072233,
-0.069151,
-0.068346,
-0.07028,
-0.074705,
-0.080672,
-0.086824,
-0.091851,
-0.094591,
-0.094371,
-0.091134,
-0.085403,
-0.078089,
-0.070238,
-0.062832,
-0.056648,
-0.052171,
-0.049616,
-0.049003,
-0.050187,
-0.052905,
-0.05683,
-0.061598,
-0.066779,
-0.071867,
-0.076312,
-0.079625,
-0.081498,
-0.081901,
-0.081049,
-0.079237,
-0.076766,
-0.074041,
-0.071573,
-0.069766,
-0.068763,
-0.068513,
-0.068891,
-0.069704,
-0.070735,
-0.071877,
-0.073171,
-0.074666,
-0.076297,
-0.077935,
-0.079478,
-0.08077,
-0.081524,
-0.081471,
-0.080542,
-0.078905,
-0.076944,
-0.075209,
-0.074276,
-0.074463,
-0.075682,
-0.077499,
-0.079293,
-0.080443,
-0.080548,
-0.079574,
-0.077865,
-0.075987,
-0.074594,
-0.074303,
-0.075561,
-0.078459,
-0.082625,
-0.087223,
-0.091138,
-0.093252,
-0.092726,
-0.089172,
-0.08269,
-0.073895,
-0.063917,
-0.054233,
-0.0463,
-0.041169,
-0.039204,
-0.039991,
-0.042455,
-0.045248,
-0.047204,
-0.047604,
-0.046221,
-0.043296,
-0.039454,
-0.035506,
-0.032192,
-0.02994,
-0.028754,
-0.02832,
-0.028274,
-0.028387,
-0.028598,
-0.028985,
-0.029726,
-0.031031,
-0.033064,
-0.03594,
-0.03976,
-0.04456,
-0.050228,
-0.05656,
-0.063372,
-0.070453,
-0.077441,
-0.083897,
-0.089534,
-0.094282,
-0.098197,
-0.101428,
-0.104228,
-0.10683,
-0.109268,
-0.111347,
-0.112732,
-0.113036,
-0.111917,
-0.109295,
-0.105589,
-0.101674,
-0.098514,
-0.096792,
-0.096751,
-0.098058,
-0.09973,
-0.100209,
-0.097691,
-0.090539,
-0.077622,
-0.058521,
-0.033476,
-0.003018,
0.032547,
0.073453,
0.120425,
0.174266,
0.235202,
0.302056,
0.371602,
0.438537,
0.533737,
0.630367,
0.670003,
0.660691,
0.605613,
0.497351,
0.387823,
0.307541,
0.226937,
0.120711,
0.054812,
0.008333,
0.006185,
-0.017008,
-0.030777,
-0.038108,
-0.041594,
-0.043081,
-0.043722,
-0.04415,
-0.044637,
-0.045282,
-0.046247,
-0.047837,
-0.050341,
-0.053837,
-0.058067,
-0.062416,
-0.066051,
-0.068163,
-0.068256,
-0.066348,
-0.062949,
-0.05887,
-0.054931,
-0.051706,
-0.049371,
-0.04767,
-0.046087,
-0.044149,
-0.041614,
-0.03846,
-0.034854,
-0.031177,
-0.02798,
-0.02573,
-0.024576,
-0.024343,
-0.024696,
-0.025254,
-0.025649,
-0.025602,
-0.024971,
-0.023678,
-0.02167,
-0.019017,
-0.016,
-0.013061,
-0.010595,
-0.008744,
-0.007404,
-0.006369,
-0.005443,
-0.004381,
-0.002822,
-0.000393,
0.003138,
0.007792,
0.0134,
0.019632,
0.026071,
0.032309,
0.03803,
0.04306,
0.0474,
0.051233,
0.054906,
0.058882,
0.063583,
0.069214,
0.075675,
0.082653,
0.089787,
0.096744,
0.103206,
0.108913,
0.113723,
0.117629,
0.120726,
0.123219,
0.125439,
0.127821,
0.130819,
0.134827,
0.140079,
0.146584,
0.154113,
0.162206,
0.17022,
0.177536,
0.183793,
0.188918,
0.192986,
0.196135,
0.198536,
0.200309,
0.201427,
0.201796,
0.201376,
0.200124,
0.197899,
0.194618,
0.190444,
0.18571,
0.180724,
0.175699,
0.170794,
0.166026,
0.161173,
0.155839,
0.149597,
0.142036,
0.132821,
0.121839,
0.109377,
0.09609,
0.082732,
0.06992,
0.058045,
0.047263,
0.037502,
0.028511,
0.019921,
0.011344,
0.002519,
-0.006503,
-0.015574,
-0.024302,
-0.032226,
-0.038894,
-0.043965,
-0.047235,
-0.048651,
-0.04835,
-0.046706,
-0.044322,
-0.041926,
-0.040172,
-0.03951,
-0.040175,
-0.042257,
-0.045688,
-0.050217,
-0.055406,
-0.060685,
-0.065476,
-0.069293,
-0.071785,
-0.072799,
-0.072467,
-0.071184,
-0.069441,
-0.067646,
-0.066051,
-0.06477,
-0.063774,
-0.062866,
-0.061729,
-0.060125,
-0.058041,
-0.055675,
-0.053338,
-0.051386,
-0.050099,
-0.049505,
-0.049375,
-0.049402,
-0.049402,
-0.049299,
-0.049074,
-0.048808,
-0.048726,
-0.04913,
-0.050232,
-0.052006,
-0.054062,
-0.055627,
-0.055766,
-0.053779,
-0.049474,
-0.043197,
-0.035781,
-0.02845,
-0.022523,
-0.018979,
-0.018165,
-0.019846,
-0.023358,
-0.027768,
-0.032148,
-0.035921,
-0.038968,
-0.041474,
-0.043664,
-0.045664,
-0.047455,
-0.048865,
-0.049637,
-0.0496,
-0.048823,
-0.047621,
-0.046393,
-0.0455,
-0.045241,
-0.045831,
-0.047376,
-0.049883,
-0.05327,
-0.05731,
-0.06158,
-0.065481,
-0.068387,
-0.069823,
-0.069556,
-0.067633,
-0.064373,
-0.060304,
-0.056029,
-0.052164,
-0.049264,
-0.047703,
-0.047564,
-0.048665,
-0.050687,
-0.053273,
-0.056086,
-0.058811,
-0.061159,
-0.062863,
-0.063725,
-0.0637,
-0.062899,
-0.061462,
-0.059435,
-0.056735,
-0.053277,
-0.049133,
-0.0446,
-0.040147,
-0.036296,
-0.033508,
-0.0321,
-0.032159,
-0.033508,
-0.035742,
-0.038202,
-0.040039,
-0.040481,
-0.039131,
-0.03605,
-0.031638,
-0.026485,
-0.021236,
-0.01639,
-0.012176,
-0.008666,
-0.005978,
-0.004362,
-0.004152,
-0.00571,
-0.009374,
-0.015321,
-0.023403,
-0.033089,
-0.043585,
-0.054046,
-0.063796,
-0.072444,
-0.079851,
-0.085989,
-0.090815,
-0.09423,
-0.096108,
-0.096371,
-0.095148,
-0.092943,
-0.090587,
-0.088956,
-0.088702,
-0.090082,
-0.092914,
-0.096581,
-0.10021,
-0.102961,
-0.104193,
-0.103474,
-0.100513,
-0.095195,
-0.087531,
-0.077481,
-0.06476,
-0.048833,
-0.029016,
-0.004539,
0.025452,
0.061855,
0.105538,
0.157176,
0.216858,
0.283532,
0.35452,
0.425439,
0.490577,
0.585419,
0.671883,
0.696824,
0.677313,
0.588892,
0.510467,
0.403024,
0.322509,
0.243242,
0.137023,
0.075343,
0.033997,
0.035349,
0.015045,
0.002952,
-0.004268,
-0.009227,
-0.013462,
-0.017596,
-0.02172,
-0.025703,
-0.029396,
-0.032772,
-0.035993,
-0.039307,
-0.04286,
-0.0466,
-0.05028,
-0.053489,
-0.055757,
-0.056789,
-0.05669,
-0.055951,
-0.055172,
-0.054737,
-0.054655,
-0.054575,
-0.054016,
-0.052642,
-0.050396,
-0.047428,
